ID,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country, usd_pledged,usd_pledged_real,usd_goal_real
1000082254,Alice in Wonderland in G Minor,Theater,Theater,USD,15-06-2014,3500,16-05-2014,650,failed,12,US,650,650,3500
1000087442,Mountain brew: A quest for alcohol sustainability,Drinks,Food,NOK,25-02-2015,500,26-01-2015,48,failed,3,NO,6.18,6.29,65.55
1000091520,The Book Zoo - A Mini-Comic,Comics,Comics,USD,12-11-2014,175,23-10-2014,701.66,successful,66,US,701.66,701.66,175
1000102741,Matt Cavenaugh & Jenny Powers make their 1st album! ,Music,Music,USD,06-01-2011,10000,07-12-2010,15827,successful,147,US,15827,15827,10000
1000103948,Superhero Teddy Bear,DIY,Crafts,GBP,05-01-2016,12000,06-12-2015,0,failed,0,GB,0,0,17489.65
1000104688,Permaculture Skills,Webseries,Film & Video,CAD,14-12-2014,17757,14-11-2014,48905,successful,571,CA,43203.25,42174.03,15313.04
1000104953,Rebel Army Origins: The Heroic Story Of Major Gripes,Comics,Comics,GBP,28-01-2016,100,29-12-2015,112.38,successful,27,GB,167.7,160.6,142.91
100011318,My Moon - Animated Short Film,Animation,Film & Video,USD,03-05-2017,50000,03-04-2017,57577.31,successful,840,US,10120,57577.31,50000
1000115172,Daily Brew Coffee,Food Trucks,Food,GBP,31-03-2015,3500,01-03-2015,21,failed,1,GB,32.42,31.09,5181.12
1000117861,Ledr workbook: one tough journal!,Product Design,Design,USD,08-10-2016,1000,07-09-2016,47266,successful,549,US,11253,47266,1000
1000120151,Feather Cast Furled Fly Fishing Leaders,Product Design,Design,AUD,22-08-2015,2000,23-07-2015,2000,successful,18,AU,1473.62,1427.35,1427.35
1000120287,BB130A,Public Art,Art,USD,24-03-2013,25000,12-02-2013,1395,failed,30,US,1395,1395,25000
100012079,Chris Eger Band - New Nashville Record!,Music,Music,USD,13-08-2014,12000,14-07-2014,13260,successful,92,US,13260,13260,12000
1000129669,Squatch Watchers,Webseries,Film & Video,USD,23-08-2013,10000,24-07-2013,1373.37,failed,54,US,1373.37,1373.37,10000
1000131947,Arrows & Sound Debut Album,Indie Rock,Music,USD,19-05-2012,4000,19-04-2012,8641.34,successful,157,US,8641.34,8641.34,4000
1000132945,Zen in America: a film on Zen Buddhism in North America,Documentary,Film & Video,USD,21-10-2013,10000,21-09-2013,15663,successful,213,US,15663,15663,10000
1000134913,Galaxy: Winnie and Friends,Illustration,Art,USD,27-01-2016,3000,23-12-2015,17,failed,2,US,17,17,3000
1000146991,Help Scott Reynolds Make a New Record!,Indie Rock,Music,USD,02-09-2012,15000,03-08-2012,17499.99,successful,277,US,17499.99,17499.99,15000
1000149007,Unschooling To University Book Project,Nonfiction,Publishing,CAD,19-01-2018,3000,20-11-2017,592,live,24,CA,185.65,472.88,2396.36
1000153208,Phil Younger - Slow Down (Official Music Video),Music,Music,USD,20-12-2016,2100,09-12-2016,2100,successful,34,US,83,2100,2100
1000160286,"""THE RETURN"" book project",Photography,Photography,USD,13-12-2013,15000,13-11-2013,23907,successful,232,US,23907,23907,15000
1000170964,Penny Bingo Playing Card Game fun for the whole family!,Tabletop Games,Games,USD,27-03-2017,1500,02-03-2017,856,failed,25,US,324,856,1500
1000171141,"The Please, Please Me: Studio Premiere",Pop,Music,USD,01-09-2012,10000,15-07-2012,12656,successful,181,US,12656,12656,10000
1000182258,WE ARE ONE: STREET MUSIC OF NEW ORLEANS,Documentary,Film & Video,USD,01-10-2013,2500,27-08-2013,0,failed,0,US,0,0,2500
1000183112,Hot Chicken Takes Over.,Restaurants,Food,USD,16-10-2014,40000,16-09-2014,63401,successful,855,US,63401,63401,40000
1000184224,Star and the Snowman,Narrative Film,Film & Video,USD,23-02-2013,8000,24-01-2013,9401,successful,154,US,9401,9401,8000
1000190427,Seas of Iron,Tabletop Games,Games,USD,19-07-2013,3000,19-06-2013,8105,successful,218,US,8105,8105,3000
1000197321,(In)visible Empire Tees,Public Art,Art,USD,02-01-2016,1200,22-11-2015,90,failed,4,US,90,90,1200
1000201265,I'LL SEE YOU IN MY DREAMS - narrative feature film,Narrative Film,Film & Video,USD,05-02-2014,60000,11-01-2014,61365.16,successful,632,US,61365.16,61365.16,60000
100020143,H2O The Underwater Portraits,People,Photography,USD,30-10-2017,9500,25-09-2017,6,failed,2,US,5,6,9500
1000202062,SkateFrames-Photo frame made from recycled skateboard wood,Art,Art,USD,08-05-2015,7500,08-04-2015,3,failed,3,US,3,3,7500
1000212914,A Teacher's Travels in China,Photography,Photography,USD,13-05-2012,4000,18-04-2012,4866.17,successful,71,US,4866.17,4866.17,4000
1000216800,Mothers Into Living Fit Yoga DVD for Moms and Babies,Family,Film & Video,USD,19-06-2014,11000,20-05-2014,11055,successful,51,US,11055,11055,11000
1000217634,Mobile barbecue & catering trailer,Food Trucks,Food,USD,23-10-2014,13750,24-09-2014,1,failed,1,US,1,1,13750
1000226576,Following the Call - A Novel,Fiction,Publishing,USD,01-02-2016,13500,02-01-2016,0,failed,0,US,0,0,13500
1000227361,UNDERWATER,Film & Video,Film & Video,USD,26-03-2012,9500,13-02-2012,9660,successful,121,US,9660,9660,9500
1000230071,The Fanalyzers: Views from the Stands,Webseries,Film & Video,USD,18-10-2013,60000,18-09-2013,635,failed,5,US,635,635,60000
1000232288,Empires at Sea,Tabletop Games,Games,USD,23-06-2015,25000,24-05-2015,37199,successful,448,US,37199,37199,25000
1000233415,Teachers In The Sky,Documentary,Film & Video,USD,18-06-2016,250000,19-04-2016,65,failed,2,US,65,65,250000
1000234595,Fashion removeable decoration jewel accessory hells shoes,Accessories,Fashion,EUR,13-10-2016,12000,13-09-2016,137,failed,2,IT,0,150.73,13202.34
1000235465,TO RUSSIA WITH LOVE AND SIMON,Art,Art,USD,22-06-2016,5000,23-05-2016,587,failed,8,US,587,587,5000
1000235643,HIIT Bottleâ„¢,Drinks,Food,USD,27-04-2015,15000,13-03-2015,124998,successful,2784,US,124998,124998,15000
1000243793,"""JurassicJurassix"" by The Guilt",Rock,Music,USD,09-04-2015,850,23-02-2015,485,failed,13,US,485,485,850
1000245024,Safer Home,Hardware,Technology,CAD,03-07-2015,50000,03-06-2015,0,failed,0,CA,0,0,39739.31
1000252415,"Pantochino Productions: ""Cinderella Skeleton, the Musical""",Theater,Theater,USD,08-07-2011,15000,09-05-2011,15425,successful,144,US,15425,15425,15000
1000256230,Shreddit - Privacy on Reddit,Software,Technology,GBP,02-07-2017,2000,02-06-2017,0,failed,0,GB,0,0,2579.35
1000256760,"Raise the Woof, expanding the love (Canceled)",Design,Design,CAD,07-08-2015,15000,08-07-2015,700,canceled,6,CA,553.32,535.09,11466.14
1000257563,"""Flying"" Carpets from Azerbaijan, Iran and Turkey/Anatolia",Weaving,Crafts,GBP,29-04-2015,5000,30-03-2015,2,failed,1,GB,2.98,3.09,7716.41
1000260691,Gizbeeâ„¢ Unlimited Removable Storage for Your Travel Photos,Gadgets,Technology,USD,25-03-2016,87000,29-02-2016,2030,canceled,15,US,2030,2030,87000
1000261018,Diposta - liberating people from their postal mailbox.,Web,Technology,USD,23-08-2016,100000,24-07-2016,141,failed,3,US,100,141,100000
1000268182,My Future Just Passed - Debut CD - Jazz Trio,Jazz,Music,USD,03-12-2014,4000,03-11-2014,4795,successful,95,US,4795,4795,4000
1000278154,"Loot and Recruit - A quirky, combative, deck building game",Tabletop Games,Games,USD,10-04-2015,13000,10-03-2015,2453,canceled,65,US,2453,2453,13000
1000282287,Babe Ruth's Family Kitchen - Gourmet Hot Dogs and Condiments,Food,Food,USD,13-10-2015,25000,08-09-2015,0,canceled,0,US,0,0,25000
1000291122,VOTE (anyone but) TRUMP Candle,Product Design,Design,GBP,24-08-2016,500,12-07-2016,218,failed,6,GB,174.83,288.03,660.62
1000291263,"""It's Complicated"" by Ariana Salome",Ready-to-wear,Fashion,USD,09-06-2016,68000,10-05-2016,0,failed,0,US,0,0,68000
1000294559,Secular Solstice 2014,Festivals,Theater,USD,27-10-2014,7500,02-10-2014,8157.01,successful,164,US,8157.01,8157.01,7500
1000320473,Uncommon Rhythm - Season One,Film & Video,Film & Video,USD,13-09-2013,29700,15-08-2013,10410,failed,76,US,10410,10410,29700
1000328150,Legacy of Svarog | a Unique 3D Action RPG and Adventure Game,Video Games,Games,USD,30-10-2015,50000,31-08-2015,1410,failed,38,US,1410,1410,50000
1000328328,ANVIL Beard,Fashion,Fashion,GBP,06-02-2015,2000,15-12-2014,61,failed,9,GB,95.87,93.44,3063.58
1000331311,AWE - Antediluvian Wars: Extermination Tactical Card Game,Tabletop Games,Games,USD,31-08-2014,13000,01-08-2014,1811,failed,34,US,1811,1811,13000
1000332383,Road to the Shire,Documentary,Film & Video,USD,14-02-2012,4000,11-01-2012,4045,successful,29,US,4045,4045,4000
1000333671,Spiral Electric Skylab Recording,Rock,Music,USD,26-02-2015,500,04-02-2015,1540,successful,31,US,1540,1540,500
1000334074,The Locals Only Shirt,Fashion,Fashion,USD,18-05-2012,500,01-05-2012,754.82,successful,36,US,754.82,754.82,500
1000335422,"""Where is Home?"" Anthology",Anthologies,Comics,CAD,10-07-2014,4000,10-06-2014,4944.5,successful,153,CA,4523.37,4646.65,3759.05
1000338818,"Diet! No thanks, I'd rather lose weight",Publishing,Publishing,EUR,30-10-2016,10000,31-08-2016,88,failed,9,DE,22.35,97.62,11092.99
1000339877,The Onrust Project and Two Row Treaty of 1613,Theater,Theater,USD,16-06-2013,5000,17-04-2013,110,failed,2,US,110,110,5000
1000340977,My Coffee Box,Drinks,Food,USD,16-06-2014,3000,17-05-2014,1027,failed,18,US,1027,1027,3000
1000344383,Â¿Tu Sabes? (You Know?) a music collaboration by Daya & Edu,Music,Music,USD,13-12-2012,4500,30-10-2012,409,failed,10,US,409,409,4500
1000348690,The Silence of Hollowind - Urban Fantasy RPG,Tabletop Games,Games,EUR,23-11-2017,5000,24-10-2017,11238,successful,346,IT,5509.51,13347.43,5938.52
1000348776,P/O/V Comic and Literary Anthology,Comics,Comics,USD,06-03-2012,4289,21-01-2012,474,failed,14,US,474,474,4289
1000354338,"""Little Shop of Horrors"" at the Browncoat Theatre!",Theater,Theater,USD,14-08-2012,2000,30-06-2012,2075,successful,40,US,2075,2075,2000
10003650,Glyscian Debut Album Recording (Canceled),Rock,Music,USD,26-05-2012,15000,27-03-2012,151,canceled,4,US,151,151,15000
1000374001,The Dark Waters Project,Indie Rock,Music,USD,07-04-2013,10000,20-02-2013,10414,successful,113,US,10414,10414,10000
1000386601,Los Angeles International Student Film Festival,Film & Video,Film & Video,USD,03-04-2014,1500,04-03-2014,1932.99,successful,29,US,1932.99,1932.99,1500
1000389241,Bob Contemplates Ending It All,Shorts,Film & Video,USD,27-01-2014,3000,18-12-2013,3755,successful,52,US,3755,3755,3000
1000392220,The Girls Bathroom,Webseries,Film & Video,USD,31-07-2011,2000,06-07-2011,2252.99,successful,45,US,2252.99,2252.99,2000
100039820,Best Spray Bottle Ever - SureShot,Gadgets,Technology,CAD,07-03-2015,25000,05-02-2015,3,failed,3,CA,2.41,2.36,19632.48
1000399155,New Lasagna,Restaurants,Food,USD,17-10-2014,5000,18-08-2014,0,failed,0,US,0,0,5000
1000405957,Just Another Reality Show: Season 3,Webseries,Film & Video,USD,11-05-2014,500,10-04-2014,756,successful,8,US,756,756,500
1000413719,Backroads EP Processing Costs,Electronic Music,Music,USD,26-10-2012,200,11-10-2012,274.05,successful,14,US,274.05,274.05,200
1000415969,Disaster Area: A Podcast,Radio & Podcasts,Publishing,USD,28-12-2016,1000,28-11-2016,1055,successful,19,US,0,1055,1000
1000422671,Titanium EDC Bottle Opener,Product Design,Design,USD,20-11-2016,500,21-10-2016,156,failed,4,US,1,156,500
1000427280,Fishtacular - The Ultimate Fishing Tool (Canceled),Apps,Technology,CAD,25-05-2015,50000,23-04-2015,11336,canceled,19,CA,9240.74,9110.34,40183.24
1000428719,"""Eat Like A Gilmore"" Cookbook",Cookbooks,Food,USD,17-04-2016,20000,14-03-2016,47273,successful,1261,US,47273,47273,20000
10004373,Bad Example (A Southern Trailer Park Fairy Tale) Indie Short,Shorts,Film & Video,USD,08-05-2017,1800,03-04-2017,22,failed,2,US,7,22,1800
100044420,PATTY AT THE PARTY - a mumblecore horror feature,Webseries,Film & Video,USD,04-07-2010,5000,29-04-2010,50,failed,3,US,50,50,5000
1000445513,Bold Threadz,Fashion,Fashion,USD,20-09-2012,5400,02-08-2012,5858,successful,131,US,5858,5858,5400
1000450327,Happy Fix USA,Apparel,Fashion,USD,01-10-2014,1750,17-08-2014,1805,successful,25,US,1805,1805,1750
1000454605,Be part of the next SMB Project album,Indie Rock,Music,USD,24-03-2012,1000,12-02-2012,1455,successful,41,US,1455,1455,1000
1000465399,DAYTRADER - A Financial Board Game,Tabletop Games,Games,USD,13-03-2013,19500,05-02-2013,20269,successful,491,US,20269,20269,19500
1000468345,iRNinja - Control your TV with a simple press of a button,Gadgets,Technology,USD,14-06-2017,500,10-05-2017,74,failed,6,US,261,74,500
1000476123,Mama's Meatballs,Food,Food,USD,07-08-2014,100,08-07-2014,0,failed,0,US,0,0,100
1000479996,"Ebony Child:Music Artist drops New Album, Comic Book, & Film",Pop,Music,USD,21-05-2016,10000,21-04-2016,10,failed,1,US,10,10,10000
1000481607,Alpha Omega E.P.,Metal,Music,USD,30-09-2016,1000,05-09-2016,472,failed,13,US,0,472,1000
1000490852,Carriage,Art,Art,USD,24-12-2017,8000,24-11-2017,8360,successful,121,US,605,8360,8000
1000491057,AllThis TV,Comedy,Film & Video,USD,09-04-2017,50000,10-03-2017,40,failed,3,US,20,40,50000
1000491830,The Legendary YD 2016 Tour,Hip-Hop,Music,USD,18-05-2016,6325,19-03-2016,10,failed,2,US,10,10,6325
1000499845,MEMORY LANE  ,Documentary,Film & Video,USD,08-11-2010,20000,09-10-2010,270,failed,4,US,270,270,20000
1000509854,"Jane Brown... a story of courage, survival and love",Periodicals,Publishing,USD,31-12-2011,25000,31-10-2011,0,failed,0,US,0,0,25000
1000514796,CASE:Lynk - Your EMERGENCY iPhone Charge & Sync Cord,Product Design,Design,USD,11-10-2012,125000,06-09-2012,3012,failed,67,US,3012,3012,125000
100051531,Cat - Pre-Professional Ballerina,Dance,Dance,USD,06-10-2014,3400,07-08-2014,0,failed,0,US,0,0,3400
1000519001,Wordwright: reÂ·deÂ·finÂ·ing word play,Tabletop Games,Games,USD,29-12-2015,2000,21-11-2015,14794,successful,624,US,14794,14794,2000
1000521061,SERiNO'S PiZZA ROLLiNG PiZZA LAB (Food Truck),Food Trucks,Food,USD,30-09-2014,20000,01-09-2014,0,failed,0,US,0,0,20000
1000521421,A photobook of life in Japan,Photography,Photography,USD,14-03-2013,3200,12-02-2013,568,failed,11,US,568,568,3200
1000524949,Operation: Make Stuff,Video Games,Games,USD,18-10-2012,200,18-09-2012,306.72,successful,36,US,306.72,306.72,200
1000535116,Xi3: Help us Usher in the Post-PC Era,Technology,Technology,USD,28-10-2012,250000,28-09-2012,90771,failed,120,US,90771,90771,250000
1000537760,help our wood shop buy a lathe & hopefully a laser engraver,Public Art,Art,USD,13-11-2014,650,24-10-2014,0,failed,0,US,0,0,650
1000542390,Spirits Asunder,Film & Video,Film & Video,GBP,31-03-2015,500,01-03-2015,5,failed,1,GB,7.72,7.4,740.16
1000543883,Store Facades - Paintings out of Pittsburgh,Painting,Art,USD,30-03-2013,800,28-02-2013,1062.57,successful,20,US,1062.57,1062.57,800
1000545028,Trackside - Independent documentary featuring Marshals,Documentary,Film & Video,GBP,02-03-2014,5000,24-01-2014,5037,successful,47,GB,8345.98,8447.09,8385.04
1000549881,"Brandi Emma promotes her new, 5-song EP because of YOU!  Pre-Order Right Here :)",Indie Rock,Music,USD,12-07-2010,10000,12-06-2010,4006,failed,44,US,4006,4006,10000
1000551777,Gantish - Online Reward Chart Creator for Parents,Software,Technology,EUR,16-09-2015,4000,17-08-2015,282,failed,12,IE,313.3,322.02,4567.62
1000553538,URBNPOP / CHRIS HAMER SKETCHBOOK,Art Books,Publishing,USD,18-07-2012,1400,18-06-2012,2535,successful,49,US,2535,2535,1400
1000558429,Sellegg start up classified site,Web,Technology,USD,20-03-2016,15000,02-03-2016,25,failed,1,US,25,25,15000
1000566862,Farmer Brown's Analogy Farm Game for ages three and above,Games,Games,USD,30-10-2013,25000,27-09-2013,65,failed,3,US,65,65,25000
1000567557,The Seven Rays,World Music,Music,USD,09-04-2012,3000,24-02-2012,260,failed,8,US,260,260,3000
100056789,Four Short Stories and Ten Love Poems,Publishing,Publishing,USD,25-08-2017,3000,11-07-2017,3165,successful,33,US,225,3165,3000
100057323,David LaRocca: Star Spawn,Illustration,Art,USD,22-10-2015,650,21-09-2015,2354.5,successful,53,US,2354.5,2354.5,650
1000577059,Calendars for Cats,Photobooks,Photography,USD,29-12-2015,1000,29-11-2015,95,failed,3,US,95,95,1000
10005784,DOGMA - Short Film,Drama,Film & Video,GBP,20-03-2015,750,06-03-2015,756,successful,15,GB,1153.31,1122.89,1113.98
1000581546,Project U-Neek,Art,Art,GBP,08-05-2013,1500,08-04-2013,1515.5,successful,19,GB,2320.27,2331.32,2307.48
1000581804,Architecture & Design Website,Architecture,Design,GBP,28-09-2014,500,29-08-2014,0,failed,0,GB,0,0,803.32
1000586849,#NotMyPresident Protest Tees,Apparel,Fashion,USD,22-12-2016,2500,22-11-2016,25,failed,1,US,30,25,2500
1000590709,Musical Light Suit,Hardware,Technology,USD,28-06-2011,6000,19-05-2011,20,failed,2,US,20,20,6000
1000598804,Gone In 61 Seconds,Tabletop Games,Games,USD,08-11-2017,1000,03-11-2017,875,failed,14,US,420,875,1000
1000600012,YA science-fiction/comedy book series: Zeek Kim'lo,Young Adult,Publishing,GBP,16-06-2016,10000,17-05-2016,1,failed,1,GB,1.44,1.43,14287.14
1000600526,Rising Star - Unsigned Artist Compilation Album,Hip-Hop,Music,GBP,22-02-2013,600,08-01-2013,0,failed,0,GB,0,0,917.77
1000600868,Musical stage (escenario musical),Latin,Music,MXN,17-04-2017,18000,03-03-2017,10,failed,1,MX,0,0.53,955.82
1000602156,HYDRA DICE,Games,Games,USD,06-06-2012,12000,07-05-2012,3100.66,failed,89,US,3100.66,3100.66,12000
1000620551,Islamic World - Strategic gaming with Islamic values,Mobile Games,Games,GBP,19-08-2014,1925,20-07-2014,293,failed,5,GB,500.63,485.72,3191.15
1000624031,Hangar 1 Foundation,Flight,Technology,USD,18-10-2014,8500,03-09-2014,1355,failed,4,US,1355,1355,8500
1000627718,Adele's Heart is Going to Edinburgh,Theater,Theater,USD,18-06-2012,7500,14-05-2012,8315,successful,67,US,8315,8315,7500
1000629643,ODIN: Android 'Smart' Projector to Carry in Your Pocket,Hardware,Technology,USD,08-07-2014,250000,28-05-2014,268192,successful,561,US,268192,268192,250000
1000638156,Jenny's Photography - Start own business and travel!!,Fine Art,Photography,GBP,29-08-2014,500,30-07-2014,10,failed,1,GB,16.98,16.58,829.12
1000639526,Kaleidoscope Man,Film & Video,Film & Video,GBP,22-12-2012,60000,15-11-2012,5487,failed,90,GB,8715.62,8854.28,96821.04
1000644119,OperaciÃ?n Douve,Action,Film & Video,EUR,01-05-2016,100,02-03-2016,20,failed,2,ES,21.77,22.85,114.27
1000648117,42 Sketches 2013,Art Books,Publishing,USD,07-04-2013,1000,18-03-2013,2883.5,successful,78,US,2883.5,2883.5,1000
1000648918,"ADVENT SAGA, DIGITAL TACTICAL CARD GAME",Video Games,Games,USD,31-07-2014,70000,01-07-2014,15542.11,failed,260,US,15542.11,15542.11,70000
100065084,One Man's Opinion Of Moonlight Song Collection,Music,Music,USD,29-06-2017,1450,14-06-2017,1647,successful,33,US,0,1647,1450
1000650960,"Crap Amidst Hilarity, vol. 1",Playing Cards,Games,USD,22-03-2016,7500,22-01-2016,942.25,failed,55,US,942.25,942.25,7500
1000654344,"Packable, Fashionable & Protective; the ULTIMATE sun hat.",Fashion,Fashion,USD,07-06-2014,36000,01-05-2014,91003.67,successful,750,US,91003.67,91003.67,36000
1000654409,Echo-Fuel: Make Echo Portable with Universal Charging Base!,Hardware,Technology,USD,07-12-2017,50000,04-11-2017,4237,failed,12,US,4384,4237,50000
1000656794,VoxCube - 8x8x8 RGB LED chainable cubes,Makerspaces,Technology,AUD,01-04-2016,129000,02-03-2016,11601.5,failed,32,AU,8267.42,8910.52,99078.34
1000659557,New world disorder,Punk,Music,USD,05-07-2016,5000,05-06-2016,0,failed,0,US,0,0,5000
1000674477,"""GENERATION FX"" a documentary film.",Documentary,Film & Video,USD,09-12-2012,100000,10-10-2012,8085,failed,37,US,8085,8085,100000
1000682368,"Rack and Ruin, Out of Orbit 3",Fiction,Publishing,GBP,17-06-2015,2500,18-05-2015,1315,failed,29,GB,2068.07,2082.74,3959.58
1000684975,Help me prepare for an upcoming art show,Painting,Art,USD,24-04-2016,1200,10-03-2016,2,failed,2,US,2,2,1200
1000694855,STREETFIGHTERZ WHEELIE MURICA,Film & Video,Film & Video,USD,20-09-2014,6500,06-08-2014,555,undefined,0,"N,0""",,555,6500
1000697657,The Forever Rechargeable Talking Super Capacitor Flashlight,Hardware,Technology,CAD,23-10-2013,2000,23-09-2013,656,failed,18,CA,636.78,628.47,1916.08
1000699196,COVENANT,Jazz,Music,USD,07-12-2014,32000,07-11-2014,4670,failed,42,US,4670,4670,32000
1000707541,Elephant Gun Media Blitzkrieg,Music,Music,USD,04-11-2011,777,20-10-2011,923,successful,36,US,923,923,777
1000710630,Our Shared Stories: An Afghan Diary,Anthologies,Publishing,USD,20-08-2016,7500,06-07-2016,9500,successful,86,US,880,9500,7500
1000719127,The Gentle Art Of Tutelage,Narrative Film,Film & Video,USD,20-03-2013,50000,19-01-2013,2161,failed,26,US,2161,2161,50000
1000725978,"Air Bonsai | Create your ""little star""",Product Design,Design,USD,01-03-2016,80000,21-01-2016,843743,successful,3784,US,843743,843743,80000
1000727191,"Canadian Invasion's ""Choose Your Own Adventure"" Album",Pop,Music,USD,20-12-2010,2000,26-10-2010,2036,successful,38,US,2036,2036,2000
1000727905,Wrist Covers,Product Design,Design,USD,24-04-2015,9500,23-02-2015,0,failed,0,US,0,0,9500
1000741180,High Stakes: A Short Film,Shorts,Film & Video,USD,03-11-2013,5000,09-10-2013,5120,successful,81,US,5120,5120,5000
1000741387,Fomatek: Foam Laptop Desks & Music Stands Elevate your Gear.,Product Design,Design,USD,26-09-2015,10000,27-08-2015,805,failed,10,US,805,805,10000
1000752960,100 Risings,Documentary,Film & Video,GBP,10-07-2014,500,10-06-2014,10,failed,1,GB,16.81,17.12,856
1000754401,Sky Scrapers Project,Tabletop Games,Games,USD,16-06-2015,50000,17-05-2015,1825,failed,32,US,1825,1825,50000
1000758916,Keys to the Moon's First Full Length Album!,Music,Music,USD,01-10-2016,4000,01-09-2016,4629,successful,37,US,15,4629,4000
1000761521,KILOS.,Thrillers,Film & Video,USD,06-02-2018,5000,23-12-2017,310,live,4,US,200,310,5000
1000767040,Strait Jacket â€“ Tangle Prevention For Headphones,Product Design,Design,USD,23-11-2016,30000,24-10-2016,1041,canceled,46,US,549,1041,30000
1000770149,Worrisome Wilf's Beastly Bedtime,Children's Books,Publishing,GBP,12-06-2013,5500,13-05-2013,5721,successful,140,GB,8787.83,8937.95,8592.68
1000772297,"Airfoil Click Pen: Aviation Inspired, for gel & rollerball",Product Design,Design,USD,05-10-2014,5000,09-09-2014,26407,successful,327,US,26407,26407,5000
1000776914,"VLC for the new Windows 8 User Experience (""Metro"")",Software,Technology,GBP,29-12-2012,40000,29-11-2012,47056.86,successful,3080,GB,75365.14,75379.02,64074.84
1000777557,Raise funds for the new JonathanGluck and the Wayward Kind album!,Rock,Music,USD,19-09-2010,4000,30-07-2010,30,failed,2,US,30,30,4000
1000781363,The Spider and the Fly,Children's Books,Publishing,USD,09-07-2014,19650,09-06-2014,20313,successful,164,US,20313,20313,19650
1000781512,Knock Down Drag Out,Shorts,Film & Video,USD,10-01-2012,800,09-12-2011,850,successful,19,US,850,850,800
1000785030,Day of the Dead Tyrion Lannister Calavera Vinyl Stickers,Illustration,Art,USD,17-01-2015,275,03-01-2015,642,successful,40,US,642,642,275
1000786724,Harold VS The Horde,Video Games,Games,USD,18-01-2015,14000,19-12-2014,113,failed,18,US,113,113,14000
1000788629,Camille Peruto - NEW ALBUM,Pop,Music,USD,06-07-2016,15000,07-05-2016,18009,successful,69,US,18009,18009,15000
100078996,APP - CUSTOM SHOES/ Calzado Personalizado - MADAME MARIAN,Apps,Technology,MXN,21-12-2016,55000,19-11-2016,56680,successful,24,MX,2.45,2739.22,2658.03
